big5_agreeableness,0.2782856175102999
facet_altruism,0.4769464202528654
facet_cooperation,0.38198071806895506
facet_modesty,0.5661222411527396
facet_morality,0.3454382730678123
facet_sympathy,0.6143229447411966
facet_trust,0.4320521438272019
big5_conscientiousness,0.22055588509956248
facet_achievement_striving,0.2866711606321235
facet_cautiousness,0.39231319078814564
facet_dutifulness,0.38281088864953894
facet_orderliness,0.30741191411488333
facet_self_discipline,0.1962573437310723
facet_self_efficacy,0.31458728961185844
big5_extraversion,0.3509636881100924
facet_activity_level,0.3591784962756292
facet_assertiveness,0.38454460804441276
facet_cheerfulness,0.26643602661176347
facet_excitement_seeking,0.5664245155124086
facet_friendliness,0.31181281499398406
facet_gregariousness,0.4024068206141402
big5_neuroticism,0.2987169137678744
facet_anger,0.60682067820381
facet_anxiety,0.7406232338242205
facet_depression,0.8145953068217022
facet_immoderation,0.7668791172158345
facet_self_consciousness,0.72058963753026
facet_vulnerability,0.7275250135923182
big5_openness,0.5155144874486584
facet_adventurousness,0.3359650087881433
facet_artistic_interests,0.5610915316348909
facet_emotionality,0.5833931573952272
facet_imagination,0.640023668650701
facet_intellect,0.7618989866241856
facet_liberalism,0.8508704253982597
need_liberty,0.3382199505513724
need_ideal,0.29665141816352225
need_love,0.41375548031852577
need_practicality,0.5452496906193064
need_self_expression,0.2603121181741438
need_stability,0.2106618761841521
need_structure,0.2622746739759951
need_challenge,0.30355084069074445
need_closeness,0.33204726987045136
need_curiosity,0.474751392638592
need_excitement,0.38477270023852506
need_harmony,0.2639562843309704
value_conservation,0.1694097363556371
value_hedonism,0.41588986147662
value_openness_to_change,0.4653929612580719
value_self_enhancement,0.3776821534515953
value_self_transcendence,0.09979454456607717
behavior_sunday,0.0
behavior_monday,0.0
behavior_tuesday,0.0
behavior_wednesday,0.0
behavior_thursday,0.0
behavior_friday,0.0
behavior_saturday,0.0
behavior_0000,0.0
behavior_0100,0.0
behavior_0200,0.0
behavior_0300,0.0
behavior_0400,0.0
behavior_0500,0.0
behavior_0600,0.0
behavior_0700,0.0
behavior_0800,0.0
behavior_0900,0.0
behavior_1000,0.0
behavior_1100,0.0
behavior_1200,0.0
behavior_1300,0.0
behavior_1400,0.0
behavior_1500,0.0
behavior_1600,0.0
behavior_1700,0.0
behavior_1800,0.0
behavior_1900,0.0
behavior_2000,0.0
behavior_2100,0.0
behavior_2200,0.0
behavior_2300,0.0
word_count,120
processed_language,en
big5_agreeableness_raw,0.7188250591490177
facet_altruism_raw,0.7030611861188005
