big5_agreeableness,0.015309689816168592
facet_altruism,0.40710915610273085
facet_cooperation,0.7889421827637728
facet_modesty,0.10891757699340082
facet_morality,0.7142696130409616
facet_sympathy,0.18448184840246318
facet_trust,0.9318156502093746
big5_conscientiousness,0.6922356353553587
facet_achievement_striving,0.9118935284443122
facet_cautiousness,0.8061341266531847
facet_dutifulness,0.5918503390684007
facet_orderliness,0.4496425512664389
facet_self_discipline,0.8786390625275715
facet_self_efficacy,0.7985670445463535
big5_extraversion,0.9598977281416814
facet_activity_level,0.9879264841448323
facet_assertiveness,0.9786718848319211
facet_cheerfulness,0.37636944151026996
facet_excitement_seeking,0.29775554035758334
facet_friendliness,0.40246802784514835
facet_gregariousness,0.5071348281616408
big5_neuroticism,0.9891224315095526
facet_anger,0.01777713912248652
facet_anxiety,0.01627908421331631
facet_depression,0.18247228019626577
facet_immoderation,0.006314115390106956
facet_self_consciousness,0.16085951228005818
facet_vulnerability,0.04870383735630185
big5_openness,0.8980943955747206
facet_adventurousness,0.8695226358710337
facet_artistic_interests,0.3147288243887874
facet_emotionality,0.02394813707979576
facet_imagination,0.162156446988736
facet_intellect,0.9390310863238882
facet_liberalism,0.825804415131287
need_liberty,0.5444533097732905
need_ideal,0.10621215127294714
need_love,0.09466225835783365
need_practicality,0.9160037022627947
need_self_expression,0.29905798113379933
need_stability,0.49391714131365066
need_structure,0.5803537376299364
need_challenge,0.5082621679314734
need_closeness,0.19763377839337992
need_curiosity,0.5739114064704522
need_excitement,0.3682808776312084
need_harmony,0.12006088793878994
value_conservation,0.0071566728305562655
value_hedonism,0.054062899822952204
value_openness_to_change,0.579453619767751
value_self_enhancement,0.429384307311476
value_self_transcendence,0.19466750581559283
behavior_sunday,0.0
behavior_monday,0.0
behavior_tuesday,0.0
behavior_wednesday,0.0
behavior_thursday,0.0
behavior_friday,0.0
behavior_saturday,0.0
behavior_0000,0.0
behavior_0100,0.0
behavior_0200,0.0
behavior_0300,0.0
behavior_0400,0.0
behavior_0500,0.0
behavior_0600,0.0
behavior_0700,0.0
behavior_0800,0.0
behavior_0900,0.0
behavior_1000,0.0
behavior_1100,0.0
behavior_1200,0.0
behavior_1300,0.0
behavior_1400,0.0
behavior_1500,0.0
behavior_1600,0.0
behavior_1700,0.0
behavior_1800,0.0
behavior_1900,0.0
behavior_2000,0.0
behavior_2100,0.0
behavior_2200,0.0
behavior_2300,0.0
word_count,960
processed_language,en
