big5_agreeableness,0.04800205801197971
facet_altruism,0.8677534991585034
facet_cooperation,0.4842563588365292
facet_modesty,0.731145450182517
facet_morality,0.73491803044093
facet_sympathy,0.9800373294978528
facet_trust,0.7790245263484539
big5_conscientiousness,0.8738851681060021
facet_achievement_striving,0.9277066694268183
facet_cautiousness,0.9173876562489933
facet_dutifulness,0.5640663014743641
facet_orderliness,0.5830635472307433
facet_self_discipline,0.6928223212637886
facet_self_efficacy,0.8181374197605182
big5_extraversion,0.39161881877360566
facet_activity_level,0.9256298899475557
facet_assertiveness,0.9535075457996047
facet_cheerfulness,0.05704924133795464
facet_excitement_seeking,0.31521916986389487
facet_friendliness,0.19673681921453778
facet_gregariousness,0.02658282496096276
big5_neuroticism,0.9202036921210633
facet_anger,0.25639227940049836
facet_anxiety,0.18141173304039543
facet_depression,0.621589174414203
facet_immoderation,0.00362996172479918
facet_self_consciousness,0.5353732182424096
facet_vulnerability,0.22901274402683836
big5_openness,0.9794800293798638
facet_adventurousness,0.9576846318107946
facet_artistic_interests,0.780973594751162
facet_emotionality,0.6505430552415692
facet_imagination,0.7524307501152296
facet_intellect,0.9829436010857262
facet_liberalism,0.8562205837411271
need_liberty,0.08070855995201043
need_ideal,0.08014068700820687
need_love,0.017090505163681047
need_practicality,0.16471894288457856
need_self_expression,0.1446351702884458
need_stability,0.6359178495541425
need_structure,0.9029540084540144
need_challenge,0.16318027859609052
need_closeness,0.08152640959535762
need_curiosity,0.7961300777188334
need_excitement,0.12326378551369899
need_harmony,0.06691588261194609
value_conservation,0.24148997867041666
value_hedonism,0.01987934701595867
value_openness_to_change,0.3304162548012676
value_self_enhancement,0.028946750577346025
value_self_transcendence,0.2111203450578601
behavior_sunday,0.0
behavior_monday,0.0
behavior_tuesday,0.0
behavior_wednesday,0.0
behavior_thursday,0.0
behavior_friday,0.0
behavior_saturday,0.0
behavior_0000,0.0
behavior_0100,0.0
behavior_0200,0.0
behavior_0300,0.0
behavior_0400,0.0
behavior_0500,0.0
behavior_0600,0.0
behavior_0700,0.0
behavior_0800,0.0
behavior_0900,0.0
behavior_1000,0.0
behavior_1100,0.0
behavior_1200,0.0
behavior_1300,0.0
behavior_1400,0.0
behavior_1500,0.0
behavior_1600,0.0
behavior_1700,0.0
behavior_1800,0.0
behavior_1900,0.0
behavior_2000,0.0
behavior_2100,0.0
behavior_2200,0.0
behavior_2300,0.0
word_count,1242
processed_language,en
big5_agreeableness_raw,0.6760252900599135
facet_altruism_raw,0.7442338368928836
facet_cooperation_raw,0.5770109007411488
facet_modesty_raw,0.48089478872184965
facet_morality_raw,0.6554309897056929
facet_sympathy_raw,0.7419288683772008
facet_trust_raw,0.617478450998384
big5_conscientiousness_raw,0.681452471021136
facet_achievement_striving_raw,0.765640277480428
facet_cautiousness_raw,0.5800735865041621
facet_dutifulness_raw,0.6628502494582265
facet_orderliness_raw,0.5010260999342749
facet_self_discipline_raw,0.5946557800935158
facet_self_efficacy_raw,0.7850426420782144
big5_extraversion_raw,0.5387300954168901
facet_activity_level_raw,0.6142668956313572
facet_assertiveness_raw,0.7280353155811292
facet_cheerfulness_raw,0.5651136557570585
facet_excitement_seeking_raw,0.5832052130588152
facet_friendliness_raw,0.5176891518303218
facet_gregariousness_raw,0.35393745482904027
big5_neuroticism_raw,0.5466494351023647
facet_anger_raw,0.4999233003068631
facet_anxiety_raw,0.5320526699103302
facet_depression_raw,0.4680519614834765
facet_immoderation_raw,0.39740797458239474
facet_self_consciousness_raw,0.5513863150697488
facet_vulnerability_raw,0.4203415661175812
big5_openness_raw,0.813882252414225
facet_adventurousness_raw,0.5661488240003496
facet_artistic_interests_raw,0.7045824388314936
facet_emotionality_raw,0.6639639069359538
facet_imagination_raw,0.7687418105884782
facet_intellect_raw,0.7053168244313599
facet_liberalism_raw,0.5697936643238237
need_liberty_raw,0.6840528731607561
need_ideal_raw,0.6243276326753607
need_love_raw,0.6656316399447776
need_practicality_raw,0.7067025552329542
need_self_expression_raw,0.6384829354468963
need_stability_raw,0.7455180484135614
need_structure_raw,0.7312657074041633
need_challenge_raw,0.6877668181399348
need_closeness_raw,0.7314472444093311
need_curiosity_raw,0.8384391626520322
need_excitement_raw,0.593153143351652
need_harmony_raw,0.7574914258524482
value_conservation_raw,0.6338462591499798
value_hedonism_raw,0.6067977910862228
value_openness_to_change_raw,0.7673488684208373
value_self_enhancement_raw,0.623126788755101
